MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,New metric
HLKTAL,HLK - Release into the Tailrace within 0.5 km downstream of Dam,251.017.002,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.802008,'-121.932265,1
HOGIS,"Hog Island, Clearwater River",522.224.014,Avian Colony,17060306,Clearwater,46.44719,'-116.874064,1
HOODEF,East Fork Hood River,273.023,River,17070105,Middle Columbia-Hood,45.419619,'-121.568095,1
HOODMF,Middle Fork Hood River,273.023,River,17070105,Middle Columbia-Hood,45.5228,'-121.626809,1
HOODR,Hood River,273,River,17070105,Middle Columbia-Hood,45.651225,'-121.568384,1
HOODWF,West Fork Hood River,273.02,River,17070105,Middle Columbia-Hood,45.538424,'-121.724386,1
HORS2C,"Horse Creek, upper McKenzie River Basin",163.282.101,River,17090004,Mckenzie,44.074831,'-122.020786,1
HORS3C,"Horse Creek, Imnaha River Basin",522.308.018,River,17060102,Imnaha,45.549508,'-116.727273,1
HORSEC,Horse Creek,522.303.301,River,17060207,Middle Salmon-Chamberlain,45.469349,'-114.561825,1
HUCKLC,Huckleberry Creek,522.303.624,River,17060201,Upper Salmon,44.054734,'-114.883913,1
HUNGC,Hungery Creek (Lochsa River Basin),522.224.120.037.039.007,River,17060303,Lochsa,46.384632,'-115.487523,1
HYDTRP,Hayden Creek Rotary Screw Trap,522.303.416.049.001,Trap or Weir,17060204,Lemhi,44.861393,'-113.632021,1
I-90B,I-90 bridge over Columbia River upstream of Wanapum Dam,677,Other,17020010,Upper Columbia-Entiat,46.9422,'-119.973000,1
ICICLC,Icicle Creek,754.041,River,17020011,Wenatchee,47.607841,'-120.881419,1
ICTRAP,"Lake Washington, Issaquah Creek Trap",***,Trap or Weir,17110012,Lake Washington,47.546862,'-122.046953,1
IHR,Ice Harbor Dam,522.016,Dam,17060110,Lower Snake,46.249527,'-118.879964,1
IHRBYP,IHR - Release into the Facility Bypass Flume/Pipe,522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IHRCOL,IHR - Release into the Collection Channel upstream of the Dewatering Facility,522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IHRSPF,IHR - Release into the Forebay within 0.5 km upstream of Spillway,522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IHRSPL,IHR - Release directly into Spill Bay(s),522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IHRTAL,IHR - Release into the Tailrace within 0.5 km downstream of Dam,522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IHRTRB,IHR - Release into Turbine(s),522.016,Intra-Dam Release Site,17060110,Lower Snake,46.249527,'-118.879964,1
IMNAHR,Imnaha River,522.308,River,17060102,Imnaha,45.396941,'-116.791875,1
IMNAHW,Imnaha River Weir,522.308.084,Trap or Weir,17060102,Imnaha,45.194276,'-116.868664,1
IMNTRP,Imnaha Trap,522.308.007,Trap or Weir,17060102,Imnaha,45.7637,'-116.748000,1
IMQP,Imeques Acclimation Pond,465.128,Acclimation Pond,17070103,Umatilla,45.706946,'-118.349891,1
INDI2C,"Indian Creek, tributary to Tillicum Creek",778.017.003.004,River,17020010,Upper Columbia-Entiat,47.74867,'-120.478319,1
INDIAC,"Indian Creek, Middle Fork Salmon River",522.303.319.110,River,17060205,Upper Middle Fork Salmon,44.832757,'-115.226817,1
INDINC,Indian Creek - Tributary to North Fork Teanaway River,539.284.017.007,River,17030001,Upper Yakima,47.321329,'-120.811951,1
INKANC,Inkaneep Creek - tributary to Okanagan River (Canada),858.139,River,17020006,Okanogan,49.122381,'-119.424608,1
IRON2C,Iron Creek - tributary to Sanpoil River,981.026,River,17020004,Sanpoil,48.132556,'-118.647648,1
IRONC,Iron Creek - tributary to Salmon River,522.303.461,River,17060203,Middle Salmon-Panther,44.918701,'-114.079355,1
IRRI,Irrigon Hatchery,*,Hatchery,17070101,Middle Columbia-Lake Wallula,45.90924,'-119.545856,1
IS18,"Island 18, Columbia River",549,Avian Colony,17020016,Upper Columbia-Priest Rapids,46.360078,'-119.263004,1
JACK2C,"Jack Creek, tributary of Icicle Creek, Wenatchee River Watershed",754.041.027,River,17020011,Wenatchee,47.549041,'-120.949090,1
JACKC,Jack Creek - Tributary to North Fork Teanaway River,539.284.017.010,River,17030001,Upper Yakima,47.346503,'-120.798638,1
JACKCP,Jack Creek Acclimation Pond,539.284.017.009,Acclimation Pond,17030001,Upper Yakima,47.324642,'-120.854193,1
JACKSC,Jacks Creek,522.224.047,River,17060306,Clearwater,46.462103,'-116.488319,1
JDA,John Day Dam,347,Dam,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDABYP,JDA - Release into the Facility Bypass Flume/Pipe,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDACOL,JDA - Release into the Collection Channel upstream of the Dewatering Facility,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDAFBY,JDA - Release into the Forebay within 0.5 km upstream of Dam,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDAGAT,JDA - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDAGWL,JDA - Release into Gatewell(s),347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDALD1,JDA - Release into south fish ladder,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.711138,'-120.689400,1
JDALD2,JDA - Release into north fish ladder,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.718658,'-120.697800,1
JDAMRT,JDA - Mortality Recovery,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDAR,JOHN DAY RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),351,Archaic,N/A,,,,1
JDAR1,John Day River - mouth to North Fork John Day River (km 0-298),351,River Segment,17070204,Lower John Day,45.102806,'-120.506363,1
JDAR2,John Day River - North Fork John Day River to headwaters (km 298-454),351,River Segment,17070201,Upper John Day,44.415043,'-119.194308,1
JDARMF,Middle Fork John Day River,351.298.052,River,17070203,Middle Fork John Day,44.780219,'-118.894976,1
JDARNF,North Fork John Day River,351.298,River,17070202,North Fork John Day,45.010956,'-119.003438,1
JDARRR,JDA - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JDARSF,South Fork John Day River,351.341,River,17070201,Upper John Day,44.158842,'-119.512655,1
JDATAL,JDA - Release into the Tailrace within 0.5 km downstream of Dam,347,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.715306,'-120.692703,1
JERSEC,Jersey Creek,522.303.223,River,17060207,Middle Salmon-Chamberlain,45.444669,'-115.519825,1
JNSCAS,"Jones Creek Acc. Site, WF Hood River",273.020.041,Acclimation Pond,17070105,Middle Columbia-Hood,45.4623,'-121.781800,1
JOHN2C,Johnson Creek - tributary to Okanogan River,858.066,River,17020006,Okanogan,48.465412,'-119.573173,1
JOHNC,Johns Creek,522.224.120.056,River,17060305,South Fork Clearwater,45.701298,'-115.881075,1
JOHNSC,Johnson Creek,522.303.215.060.024,River,17060208,South Fork Salmon,44.733928,'-115.548602,1
JOHTRP,Johnson Creek Trap,522.303.215.060.024.007,Trap or Weir,17060208,South Fork Salmon,44.917614,'-115.483344,1
JOSEPC,"Joseph Creek, Grande Ronde River Basin",522.271.007,River,17060106,Lower Grande Ronde,45.899793,'-117.209152,1
JSFBC,"Black Canyon Creek, South Fork John Day River",351.341.023,River,17070201,Upper John Day,44.34532,'-119.651685,1
JSFDC,"Deer Creek, South Fork John Day River",351.341.028,River,17070201,Upper John Day,44.202808,'-119.424049,1
JSFMC,"Murderers Creek, South Fork John Day River",351.341.027,River,17070201,Upper John Day,44.277445,'-119.342267,1
JSFWC,"Wind Creek, South Fork John Day River",351.341.033,River,17070201,Upper John Day,44.24794,'-119.613544,1
JUNGLC,Jungle Creek - Tributary to North Fork Teanaway River,539.284.017.011,River,17030001,Upper Yakima,47.346181,'-120.890746,1
KACHR,"Kachess River, Upper Yakima Basin",539.33,River,17030001,Upper Yakima,47.3454892,'-121.2454956,1
KAD,Kachess Dam,539.330.003,Dam,17030001,Upper Yakima,47.26333,'-121.2073,1
KADFBY,KAD - Release into the Forebay within 0.5 km upstream of Dam,539.330.003,Intra-Dam Release Site,17030001,Upper Yakima,47.26333,'-121.2073,1
KADTAL,KAD - Release into the Tailrace within 0.5 km downstream of Dam,539.330.003,Intra-Dam Release Site,17030001,Upper Yakima,47.26333,'-121.2073,1
KALA,"Kalama Falls Hatchery, WDFW",118.017,Hatchery,17080003,Lower Columbia-Clatskanie,46.016413,'-122.733132,1
KALAMR,Kalama River,118,River,17080003,Lower Columbia-Clatskanie,46.051829,'-122.575258,1
KED,Keechelus Dam,539.347,Dam,17030001,Upper Yakima,47.32139,'-121.337,1
KEDFBY,KED - Release into the Forebay within 0.5 km upstream of Dam,539.347,Intra-Dam Release Site,17030001,Upper Yakima,47.32139,'-121.337,1
KEDTAL,KED - Release into the Tailrace within 0.5 km downstream of Dam,539.347,Intra-Dam Release Site,17030001,Upper Yakima,47.32139,'-121.337,1
KENYC,"Kenney Creek, Lemhi River Basin",522.303.416.029,River,17060204,Lemhi,45.062585,'-113.582668,1
KETFAL,Kettle Falls,1127,Other,17020001,Franklin D. Roosevelt Lake,48.632561,'-118.118644,1
KETTLR,Kettle River - Upper Columbia Basin,1131,River,17020002,Kettle,49.101163,'-118.979374,1
KLICKR,Klickitat River,290,River,17070106,Klickitat,46.058337,'-121.243027,1
KLIH,Klickitat Hatchery,290.069,Hatchery,17070106,Klickitat,46.040586,'-121.183070,1
KLMTHR,KLAMATH RIVER,~~~,River,N/A,,41.541,'-124.076000,1
KNAPPC,Knapp Creek,522.303.319.170.015,River,17060205,Upper Middle Fork Salmon,44.418705,'-115.038503,1
KNOXB,"Knox Bridge, SF Salmon River",522.303.215.118,Other,17060208,South Fork Salmon,44.655515,'-115.702395,1
KOOS,Kooskia National Fish Hatchery,522.224.120.004.001,Hatchery,17060304,Middle Fork Clearwater,46.129706,'-115.946826,1
KOTH,KOOTENAY TROUT HATCHERY (BRITISH COLUMBA),*,Hatchery,N/A,,49.472684,'-115.460127,1
LAKE2C,"Lake Creek, Metolius River watershed",328.177.061.007,River,17070301,Upper Deschutes,44.428613,'-121.725141,1
LAKE3C,"Lake Creek, tributary to Entiat River",778.049,River,17020010,Upper Columbia-Entiat,47.977366,'-120.467598,1
LAKEBR,Lake Branch (tributary to West Fork Hood River),273.020.009,River,17070105,Middle Columbia-Hood,45.531208,'-121.796004,1
LAKEC,Lake Creek,522.303.215.059.045,River,17060208,South Fork Salmon,45.329059,'-115.949204,1
LAPC,Lapwai Creek,522.224.019,River,17060306,Clearwater,46.349988,'-116.621868,1
LASTC,Last Creek - Clackamas Subbasin,163.040.109.002,River,17090011,Clackamas,44.982032,'-121.823383,1
LAURLK,Laurance Lake Reservoir,273.023.015.002,Other,17070105,Middle Columbia-Hood,45.45998,'-121.664837,1
LBCWF,"West Fork Little Bear Creek, Potlatch River watershed",522.224.024.023.002.008,River,17060306,Clearwater,46.738575,'-116.778010,1
LBEARC,"Little Bear Creek, Potlatch River watershed",522.224.024.023.002,River,17060306,Clearwater,46.67401,'-116.707271,1
LBLDRC,"Little Boulder Creek, tributary to Kettle River",1131.039,River,17020002,Kettle,48.908979,'-118.244701,1
LBOULC,"Little Boulder Creek, Potlatch River watershed",522.224.024.059,River,17060306,Clearwater,46.770699,'-116.428204,1
LBRIC,"Little Bridge Creek,tributary to Twisp River",843.066.014,River,17020008,Methow,48.428449,'-120.356446,1
LCATHC,Little Catherine Creek,522.271.232.044,River,17060104,Upper Grande Ronde,45.183699,'-117.695419,1
LEA,Leaburg Dam,163.282.056,Dam,17090004,Mckenzie,44.137651,'-122.612041,1
LEAB,Leaburg Hatchery,163.282.056,Hatchery,17090004,Mckenzie,44.135574,'-122.609327,1
LEABYP,LEA - Release into the Facility Bypass Flume/Pipe,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.137651,'-122.612041,1
LEAFBY,LEA - Release into the Forebay within 0.5 km upstream of Dam,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.137651,'-122.612041,1
LEATAL,LEA - Release into the Tailrace within 0.5 km downstream of Dam,163.282.056,Intra-Dam Release Site,17090004,Mckenzie,44.137651,'-122.612041,1
LEAV,Leavenworth National Fish Hatchery,754.041.005,Hatchery,17020011,Wenatchee,47.558898,'-120.674835,1
LEB,Lebanon Dam,163.174.019.032,Dam,17090006,South Santiam,44.516647,'-122.862835,1
LEBFBY,LEB - Release into the Forebay within 0.5 km upstream of Dam,163.174.019.032,Intra-Dam Release Site,17090006,South Santiam,44.516647,'-122.862835,1
LEBLDS,LEB - Release into the south ladder trap.,163.174.019.032,Intra-Dam Release Site,17090006,South Santiam,44.5161,'-122.862744,1
LEEC,Lee Creek - tributary to Lemhi River,522.303.416.079,River,17060204,Lemhi,44.683085,'-113.532288,1
LEMHIR,Lemhi River,522.303.416,River,17060204,Lemhi,44.910546,'-113.625037,1
LEMHIW,Lemhi River Weir,522.303.416.049,Trap or Weir,17060204,Lemhi,44.86596,'-113.624721,1
LEMONC,"Lemon Creek, Middle Fork John Day River Basin",351.298.052.090.006,River,17070203,Middle Fork John Day,44.689956,'-118.617163,1
LEMTRP,Upper Lemhi River Rotary Screw Trap,522.303.416.049,Trap or Weir,17060204,Lemhi,44.869229,'-113.625128,1
LENLKE,"Lenore Lake, WA",___,Avian Colony,17020014,Banks Lake,47.487776,'-119.519497,1
LEOPOC,"Leopold Creek, Potlatch River watershed",522.224.024.033.008,River,17060306,Clearwater,46.657278,'-116.439096,1
LEWCLK,"Lewis and Clark River, tributary to Youngs Bay",8.003,River,17080006,Lower Columbia,46.010712,'-123.859351,1
LEWH,Lewis River Hatchery,140.025,Hatchery,17080002,Lewis,45.937022,'-122.616589,1
LEWIEF,East Fork Lewis River,140.006,River,17080002,Lewis,45.840432,'-122.437469,1
LEWISP,Lewis River Release Pond,140.014,Acclimation Pond,17080002,Lewis,45.925487,'-122.719466,1
LEWISR,Lewis River,140,River,17080002,Lewis,46.063488,'-122.175728,1
LGR,Lower Granite Dam,522.173,Dam,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRBPS,LGR - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRBYP,LGR - Release into the Facility Bypass Flume/Pipe,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRCOL,LGR - Release into the Collection Channel upstream of the Dewatering Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRDTG,LGR - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRDWT,LGR - Release into the Dewatering Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRFBY,LGR - Release into the Forebay within 0.5 km upstream of Dam,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRGAT,LGR - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRGWL,LGR - Release into Gatewell(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRICE,LGR - Release into the Ice/Trash Sluiceway,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRLDR,LGR - Release into the Adult Fish Ladder,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRMRT,LGR - Mortality Recovery,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGROFL,LGR - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRORI,LGR - Release into Orifice(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRRBR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRRRR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRRTR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRRXR,LGR - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRSEP,LGR - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRSPL,LGR - Release directly into Spill Bay(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRSTS,LGR - Release onto the Submerged Traveling Screen,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRTAL,LGR - Release into the Tailrace within 0.5 km downstream of Dam,522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGRTRB,LGR - Release into Turbine(s),522.173,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.6605,'-117.428300,1
LGS,Little Goose Dam,522.113,Dam,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSBPS,LGS - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSBYP,LGS - Release into the Facility Bypass Flume/Pipe,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSCOL,LGS - Release into the Collection Channel upstream of the Dewatering Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSDTG,LGS - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSDWT,LGS - Release into the Dewatering Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSFBY,LGS - Release into the Forebay within 0.5 km upstream of Dam,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSGAT,LGS - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSGWL,LGS - Release into Gatewell(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSICE,LGS - Release into the Ice/Trash Sluiceway,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSMRT,LGS - Mortality Recovery,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSOFL,LGS - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSORI,LGS - Release into Orifice(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSRBR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSRRR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSRTR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSRXR,LGS - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSSEP,LGS - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSSPL,LGS - Release directly into Spill Bay(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSSTS,LGS - Release onto the Submerged Traveling Screen,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSTAL,LGS - Release into the Tailrace within 0.5 km downstream of Dam,522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LGSTRB,LGS - Release into Turbine(s),522.113,Intra-Dam Release Site,17060107,Lower Snake-Tucannon,46.5842,'-118.026900,1
LHOGIS,"Lower Hog Island, Clearwater River at km 13",522.224.013,Avian Colony,17060306,Clearwater,46.445531,'-116.883614,1
LIBBYC,"Libby Creek, Methow River",843.042,River,17020008,Methow,48.255811,'-120.170756,1
LICK2C,"Lick Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.051,River,17060102,Imnaha,45.14069,'-117.037815,1
LICK3C,"Lick Creek, Middle Fork John Day River Basin",351.298.052.076.004,River,17070203,Middle Fork John Day,44.632184,'-118.770295,1
LICKC,Lick Creek,522.303.215.059.008,River,17060208,South Fork Salmon,45.062943,'-115.850443,1
LINEC,"Line Creek, Umatilla River",465.127.008,River,17070103,Umatilla,45.635543,'-118.332388,1
LIT8MC,"Little Eightmile Creek, Lemhi River Basin",522.303.416.073,River,17060204,Lemhi,44.789481,'-113.418196,1
LITCAC,Little Canyon Creek,522.224.057.005,River,17060306,Clearwater,46.398734,'-116.308863,1
LITNGC,"Lightning Creek, Imnaha River",522.308.008,River,17060102,Imnaha,45.590153,'-116.705520,1
LITTLC,"Little Creek, Tributary to Yakima River",539.313,River,17030001,Upper Yakima,47.180992,'-121.127838,1
LKLICR,Little Kickitat River,290.033,River,17070106,Klickitat,45.81106,'-120.871973,1
LLRTP,Lower Lemhi River Rotary Screw Trap,522.303.416.007,Trap or Weir,17060204,Lemhi,45.159535,'-113.833049,1
LLSPRC,Lemhi Little Springs Creek,522.303.416.066,River,17060204,Lemhi,44.771287,'-113.527714,1
LMEMIS,"Little Memaloose Island, Columbia River",314,Avian Colony,17070105,Middle Columbia-Hood,45.652574,'-121.080601,1
LMILIS,"Little Miller Island, Columbia River",331,Avian Colony,17070105,Middle Columbia-Hood,45.66185,'-120.875171,1
LMN,Lower Monumental Dam,522.067,Dam,17060110,Lower Snake,46.562564,'-118.538249,1
LMNBPS,LMN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNBYP,LMN - Release into the Facility Bypass Flume/Pipe,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNCOL,LMN - Release into the Collection Channel upstream of the Dewatering Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNDTG,LMN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNDWT,LMN - Release into the Dewatering Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNFBY,LMN - Release into the Forebay within 0.5 km upstream of Dam,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNGAT,LMN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNGWL,LMN - Release into Gatewell(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNICE,LMN - Release into the Ice/Trash Sluiceway,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNMRT,LMN - Mortality Recovery,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNOFL,LMN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNORI,LMN - Release into Orifice(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNRBR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNRRR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNRTR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNRXR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNSEP,LMN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNSPL,LMN - Release directly into Spill Bay(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNSTS,LMN - Release onto the Submerged Traveling Screen,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNTAL,LMN - Release into the Tailrace within 0.5 km downstream of Dam,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMNTRB,LMN - Release into Turbine(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.562564,'-118.538249,1
LMONIS,"Lower Monumental Island, Snake River",522.064,Avian Colony,17060110,Lower Snake,46.539827,'-118.556793,1
LNSANR,Little North Santiam River,163.174.019.044,River,17090005,North Santiam,44.808053,'-122.405619,1
LOCHSA,Lochsa River,522.224.120.037,River,17060303,Lochsa,46.397133,'-115.209068,1
LOCTRP,Lochsa River Screw Trap at Selway Rd Bridge,522.224.120.037.000,Trap or Weir,17060303,Lochsa,46.142759,'-115.598049,1
LOGANC,"Logan Creek, Big Creek watershed, MF Salmon River",522.303.319.029.058,River,17060206,Lower Middle Fork Salmon,45.113524,'-115.401541,1
LOGCC,"Logging Camp Creek, Klickitat River",290.015,River,17070106,Klickitat,45.787257,'-121.254241,1
LOGYC,"Logy Creek, tributary to Satus Creek",539.112.041,River,17030003,Lower Yakima,46.166442,'-120.598065,1
LOLOC,Lolo Creek,522.224.087,River,17060306,Clearwater,46.268067,'-115.815393,1
